dataset_name,suite_name,traj_name,config_name,scheduler_kind,num_steps,cfg_weight,tts_budget,tts_topk,tts_verifier,latency_ms,latency_std_ms,mse_vs_baseline,verifier_score_mean,diversity,path_length_mean,endpoint_norm_mean,forward_progress_mean,lateral_abs_mean,smoothness_mean
go_stanford,medium,sim2hF_0_0,ddim5_cfg1.0_tts0,ddim,5,1.0,0,0,heuristic,30.480143999966458,0.39020367673185724,0.031598418951034546,9.619081497192383,0.5106449127197266,8.47124195098877,9.660372734069824,9.56173038482666,0.95694899559021,0.046365682035684586
go_stanford,medium,sim2hF_0_0,ddim5_cfg1.0_tts8,ddim,5,1.0,8,4,heuristic,31.314237666644356,1.195316765754953,0.09665849804878235,10.126004219055176,0.25295910239219666,8.79279899597168,10.020384788513184,9.980185508728027,0.7027775645256042,0.04717227444052696
go_stanford,medium,sim2hF_0_0,ddim5_cfg1.0_tts16,ddim,5,1.0,16,4,heuristic,61.417033333289815,0.2348924321195604,0.24381989240646362,10.544378280639648,0.16977615654468536,9.02147102355957,10.30454158782959,10.29223346710205,0.40301045775413513,0.04397095367312431
go_stanford,medium,sim2hF_0_0,ddim5_cfg1.0_tts32,ddim,5,1.0,32,4,heuristic,123.5804206666747,1.278816926704452,0.2933502197265625,10.738800048828125,0.13438624143600464,9.179827690124512,10.47165298461914,10.46330451965332,0.3366813659667969,0.03950353339314461
go_stanford,medium,sim2hF_0_0,ddim5_cfg2.0_tts0,ddim,5,2.0,0,0,heuristic,31.091741666652222,0.6388937004163859,0.09913577884435654,9.88998031616211,0.35621216893196106,8.744868278503418,9.96778392791748,9.867135047912598,1.0548721551895142,0.04583504796028137
go_stanford,medium,sim2hF_0_0,ddim5_cfg2.0_tts8,ddim,5,2.0,8,4,heuristic,31.09959466670868,0.9698813389009799,0.14415091276168823,10.183259010314941,0.3970206677913666,8.993997573852539,10.242351531982422,10.15605640411377,1.042290449142456,0.04397991672158241
go_stanford,medium,sim2hF_0_0,ddim5_cfg2.0_tts16,ddim,5,2.0,16,4,heuristic,61.35046899998997,0.34973503661898914,0.2767828702926636,10.709395408630371,0.12023808807134628,9.19485092163086,10.50069522857666,10.484527587890625,0.48637643456459045,0.03075474500656128
go_stanford,medium,sim2hF_0_0,ddim5_cfg2.0_tts32,ddim,5,2.0,32,4,heuristic,122.74587799997032,0.3237528643305321,0.4109644889831543,10.997708320617676,0.15427812933921814,9.419960975646973,10.755851745605469,10.74164867401123,0.3985862731933594,0.027138622477650642
go_stanford,medium,sim2hF_0_0,ddim3_cfg0.0_tts0,ddim,3,0.0,0,0,heuristic,11.712402000019514,1.4719861403378582,0.02029496431350708,9.053839683532715,0.5954411625862122,8.256684303283691,9.404828071594238,9.207812309265137,1.5495322942733765,0.07021282613277435
go_stanford,medium,sim2hF_0_0,ddim3_cfg0.0_tts8,ddim,3,0.0,8,4,heuristic,10.434186333327489,0.1018561425628897,0.05288662388920784,9.92423152923584,0.432320237159729,8.640972137451172,9.864678382873535,9.802972793579102,0.7746871113777161,0.047710221260786057
go_stanford,medium,sim2hF_0_0,ddim3_cfg0.0_tts16,ddim,3,0.0,16,4,heuristic,20.617662000025422,0.259945388861246,0.18405111134052277,10.406037330627441,0.22438208758831024,9.017650604248047,10.295609474182129,10.26088809967041,0.7082729339599609,0.0438491553068161
go_stanford,medium,sim2hF_0_0,ddim3_cfg0.0_tts32,ddim,3,0.0,32,4,heuristic,42.045299666672996,3.072531743954528,0.18342672288417816,10.45601749420166,0.2210092842578888,9.02776050567627,10.273350715637207,10.254364967346191,0.5339216589927673,0.06503763794898987
go_stanford,medium,sim2hF_0_0,ddim3_cfg0.5_tts0,ddim,3,0.5,0,0,heuristic,19.09284566666732,0.6555162878831585,0.013989799655973911,9.425741195678711,0.6008403897285461,8.459757804870605,9.64438533782959,9.471774101257324,1.2433247566223145,0.06785088032484055
go_stanford,medium,sim2hF_0_0,ddim3_cfg0.5_tts8,ddim,3,0.5,8,4,heuristic,19.414125333355514,0.34882624855914324,0.13127239048480988,10.0897855758667,0.36275047063827515,8.877387046813965,10.131021499633789,10.059311866760254,1.0294016599655151,0.05780402198433876
go_stanford,medium,sim2hF_0_0,ddim3_cfg0.5_tts16,ddim,3,0.5,16,4,heuristic,37.800256000006506,0.39408692526467415,0.1414438784122467,10.287858009338379,0.1996689736843109,8.850518226623535,10.132302284240723,10.105416297912598,0.6080557107925415,0.03642025962471962
go_stanford,medium,sim2hF_0_0,ddim3_cfg0.5_tts32,ddim,3,0.5,32,4,heuristic,74.8085993332855,0.32353608401594924,0.29282498359680176,10.668105125427246,0.15724074840545654,9.171563148498535,10.46359920501709,10.445784568786621,0.48785683512687683,0.04157138243317604
go_stanford,medium,sim2hF_0_0,ddim3_cfg1.0_tts0,ddim,3,1.0,0,0,heuristic,18.84187899997869,0.10163120825810927,0.03918549045920372,9.002941131591797,0.6337827444076538,8.25955581665039,9.368033409118652,9.13583755493164,1.4871286153793335,0.06201156973838806
go_stanford,medium,sim2hF_0_0,ddim3_cfg1.0_tts8,ddim,3,1.0,8,4,heuristic,19.286883666685146,0.9186400460185168,0.08586172759532928,10.117920875549316,0.2253514528274536,8.722134590148926,9.959269523620605,9.933489799499512,0.5998101234436035,0.03534272685647011
go_stanford,medium,sim2hF_0_0,ddim3_cfg1.0_tts16,ddim,3,1.0,16,4,heuristic,38.119157666680316,0.6913754701852007,0.2507939338684082,10.586991310119629,0.19026534259319305,9.133723258972168,10.43099308013916,10.40346622467041,0.6026378870010376,0.03519909456372261
go_stanford,medium,sim2hF_0_0,ddim3_cfg1.0_tts32,ddim,3,1.0,32,4,heuristic,76.267190333283,0.7040757625404744,0.2793290913105011,10.629209518432617,0.17352792620658875,9.16085147857666,10.462662696838379,10.440056800842285,0.5849777460098267,0.03899858891963959
go_stanford,medium,sim2hF_0_0,ddim3_cfg2.0_tts0,ddim,3,2.0,0,0,heuristic,18.922861999991863,0.5355183898972281,0.08771500736474991,9.838030815124512,0.40416282415390015,8.792779922485352,9.991377830505371,9.861762046813965,1.1807116270065308,0.05477200075984001
go_stanford,medium,sim2hF_0_0,ddim3_cfg2.0_tts8,ddim,3,2.0,8,4,heuristic,18.70687566668039,0.4352967243037726,0.1765110045671463,10.382770538330078,0.26931867003440857,9.03372859954834,10.281769752502441,10.238835334777832,0.7034055590629578,0.05501197651028633
go_stanford,medium,sim2hF_0_0,ddim3_cfg2.0_tts16,ddim,3,2.0,16,4,heuristic,37.5198829999969,0.5616248921268445,0.2881894111633301,10.64926528930664,0.21368779242038727,9.241240501403809,10.54357624053955,10.506186485290527,0.715508759021759,0.03878484293818474
go_stanford,medium,sim2hF_0_0,ddim3_cfg2.0_tts32,ddim,3,2.0,32,4,heuristic,74.90915866670396,0.5375701993566522,0.33673804998397827,10.787558555603027,0.1423906832933426,9.329388618469238,10.637019157409668,10.611368179321289,0.6221448183059692,0.03410230576992035
go_stanford,medium,sim2hF_0_0,ddim2_cfg0.0_tts0,ddim,2,0.0,0,0,heuristic,7.078816333319082,0.08351108791989327,0.0011744232615455985,9.163246154785156,0.53569495677948,8.145626068115234,9.288430213928223,9.156904220581055,1.0967439413070679,0.06075600907206535
go_stanford,medium,sim2hF_0_0,ddim2_cfg0.0_tts8,ddim,2,0.0,8,4,heuristic,7.186298000040854,0.17271077760879378,0.14146722853183746,9.953289985656738,0.3857848644256592,8.655383110046387,9.874667167663574,9.827275276184082,0.7552385926246643,0.06002713367342949
go_stanford,medium,sim2hF_0_0,ddim2_cfg0.0_tts16,ddim,2,0.0,16,4,heuristic,14.148347666681124,0.12324142411924216,0.14564082026481628,10.269796371459961,0.3076777458190918,8.854486465454102,10.116744995117188,10.084859848022461,0.5882927775382996,0.06118001416325569
go_stanford,medium,sim2hF_0_0,ddim2_cfg0.0_tts32,ddim,2,0.0,32,4,heuristic,28.306373333331674,0.9157824656397888,0.2467450052499771,10.587865829467773,0.18480736017227173,9.093159675598145,10.369406700134277,10.355778694152832,0.45394837856292725,0.054338451474905014
go_stanford,medium,sim2hF_0_0,ddim2_cfg0.5_tts0,ddim,2,0.5,0,0,heuristic,12.752616333348973,0.1042839035570484,0.04266749322414398,9.675166130065918,0.543159544467926,8.590581893920898,9.794346809387207,9.664932250976562,1.081091284751892,0.06974959373474121
go_stanford,medium,sim2hF_0_0,ddim2_cfg0.5_tts8,ddim,2,0.5,8,4,heuristic,13.163445666653692,0.7458715378047941,0.10802007466554642,10.166637420654297,0.3704732656478882,8.860292434692383,10.090766906738281,10.035399436950684,0.740447998046875,0.05512052774429321
go_stanford,medium,sim2hF_0_0,ddim2_cfg0.5_tts16,ddim,2,0.5,16,4,heuristic,29.231547333362567,3.4950913244523605,0.16082634031772614,10.33984661102295,0.17347107827663422,8.930996894836426,10.200153350830078,10.168986320495605,0.6359508633613586,0.042041245847940445
go_stanford,medium,sim2hF_0_0,ddim2_cfg0.5_tts32,ddim,2,0.5,32,4,heuristic,52.43602833331806,1.9880765315434563,0.25491225719451904,10.629068374633789,0.19495177268981934,9.156778335571289,10.443717002868652,10.425043106079102,0.5403451323509216,0.04039563611149788
go_stanford,medium,sim2hF_0_0,ddim2_cfg1.0_tts0,ddim,2,1.0,0,0,heuristic,12.85682400002012,0.5051901285502222,0.026143893599510193,9.23705005645752,0.5475268363952637,8.418160438537598,9.578984260559082,9.385872840881348,1.5277143716812134,0.08436435461044312
go_stanford,medium,sim2hF_0_0,ddim2_cfg1.0_tts8,ddim,2,1.0,8,4,heuristic,13.441700999957598,0.5591100753201431,0.11223597079515457,10.279258728027344,0.20200252532958984,8.806299209594727,10.053593635559082,10.040436744689941,0.4388427436351776,0.04754326865077019
