config_name,scheduler_kind,num_steps,cfg_weight,tts_budget,tts_topk,tts_verifier,num_cases,latency_ms_mean,latency_ms_std,latency_ms_ci95,latency_std_ms_mean,latency_std_ms_std,latency_std_ms_ci95,mse_vs_baseline_mean,mse_vs_baseline_std,mse_vs_baseline_ci95,diversity_mean,diversity_std,diversity_ci95,path_length_mean_mean,path_length_mean_std,path_length_mean_ci95,endpoint_norm_mean_mean,endpoint_norm_mean_std,endpoint_norm_mean_ci95,forward_progress_mean_mean,forward_progress_mean_std,forward_progress_mean_ci95,lateral_abs_mean_mean,lateral_abs_mean_std,lateral_abs_mean_ci95,smoothness_mean_mean,smoothness_mean_std,smoothness_mean_ci95,verifier_score_mean_mean,verifier_score_mean_std,verifier_score_mean_ci95,rank_score,rank
ddim3_cfg1.0_tts16,ddim,3,1.0,16,4,heuristic,12,36.423704972226766,2.4616102065950334,1.3927870891092213,1.3074695371958989,2.1086062840093494,1.1930563175739797,0.3150431389609973,0.14760987790781321,0.08351815069022128,0.21972132722536722,0.030623344149463824,0.0173267880684159,9.028692245483398,0.11393715641182901,0.06446601496656858,10.305612961451212,0.13971033979559622,0.07904856624377034,10.273475249608358,0.1491590513586613,0.08439467808491248,0.6486365447441736,0.13500128708234016,0.07638416884917634,0.04760328400880098,0.007133434632179154,0.004036120597032529,10.43882425626119,0.18185417551833963,0.10289368604499542,8.21812671773524,21
ddim3_cfg2.0_tts0,ddim,3,2.0,0,0,heuristic,12,18.234954027785005,1.082618716066301,0.6125492030075939,0.6453749259484174,0.40574623245702085,0.2295725426011027,0.3326105736196041,0.24977291436739618,0.14132233015936765,0.46163808057705563,0.08234299140871694,0.046589933290587734,8.738644560178122,0.3265329289442136,0.18475339693671428,9.923379103342691,0.3966202335559901,0.22440902263741105,9.703027486801147,0.484729468717635,0.27426151546330546,1.6555700848499935,0.49380528042966154,0.27939663935165726,0.06957275979220867,0.012388023026891458,0.007009183860717004,9.510605454444885,0.6274807694659214,0.35503066733921396,8.20139434174557,22
ddim2_cfg0.0_tts0,ddim,2,0.0,0,0,heuristic,12,6.995253638880032,0.3703061243041881,0.20952041373859823,0.4465495091210387,0.5779053393095449,0.326980727152158,0.05046769370286105,0.035651677662982745,0.02017183558186916,0.6100016385316849,0.06494656441828432,0.03674697812084107,8.11055556933085,0.16608834600889122,0.0939733282519432,9.201409022013346,0.1765007263281493,0.09986468702056704,9.01030166943868,0.161031903924014,0.0911123768170745,1.4043838282426198,0.19953732287816897,0.11289886853554636,0.08112681501855452,0.009111201946696582,0.005155147798634987,8.903785149256388,0.1591667266201084,0.09005705341094813,8.15683562535698,23
ddim3_cfg0.0_tts32,ddim,3,0.0,32,4,heuristic,12,39.11969505554996,2.3096284104799536,1.3067952928282367,1.7732956230384296,1.5712214269781284,0.8890022115458838,0.293318061158061,0.11307558912663085,0.06397853738461513,0.2013059159119924,0.02720860109446524,0.015394715302839401,9.017649491628012,0.12358051969453651,0.06992226138598981,10.29151701927185,0.1390239040614198,0.07866017866498036,10.272109667460123,0.13891085508390427,0.07859621518453216,0.5149055048823357,0.08429625593357636,0.047695096733829344,0.047800058809419475,0.008453827361937474,0.00478320311303528,10.48417560259501,0.1327414589522489,0.07510555071753047,8.128737979152394,24
ddim3_cfg0.5_tts16,ddim,3,0.5,16,4,heuristic,12,35.94854866666866,2.03801094901508,1.153113246624756,1.0375920486604258,0.6566594544187545,0.3715400625190891,0.23511016244689623,0.12264509195919265,0.06939299332027776,0.2355822871128718,0.05627177650003062,0.03183875480386971,8.907655000686646,0.21507039526525204,0.12168753158909024,10.16455046335856,0.2391353979929486,0.13530358867591724,10.135488430658976,0.2415742775191007,0.1366835146718433,0.6002470354239146,0.11853167871318619,0.06706561068030516,0.04685806933169564,0.008856551193111434,0.005011065571125896,10.317786852518717,0.25159631593269793,0.14235401671624406,8.120945824527416,25
ddim5_cfg1.0_tts8,ddim,5,1.0,8,4,heuristic,12,30.241612361101662,1.5236674183168908,0.8620959982383047,0.7896264921213724,0.4813682975899165,0.2723597538690324,0.20995719451457262,0.12607393480179352,0.0713330437916986,0.2833532678584258,0.05984893060605084,0.03386272027219239,8.737188895543417,0.33937586822281773,0.19201997389740863,9.972518761952719,0.3926850910602335,0.22218250616977098,9.912668784459433,0.4159972562736529,0.23537260533390447,0.8776208360989889,0.2703399425184908,0.15295922181404345,0.05157068744301796,0.0108798376131848,0.006155847631217426,9.99727471669515,0.48789342586045537,0.27605169274125496,8.085685270653249,26
ddim2_cfg0.5_tts0,ddim,2,0.5,0,0,heuristic,12,12.342842694443512,0.407087780345321,0.23033159477485476,0.47226658038345803,0.370602009242549,0.2096878264024338,0.09647023918417592,0.08828192244773207,0.049950199855980267,0.6364674915870031,0.1135026959547755,0.06422019582197312,8.267459829648336,0.2767649145516349,0.15659449196025757,9.384987115859985,0.31834846478232326,0.18012260040141487,9.168697357177734,0.353300282883579,0.1998984531590532,1.5072989761829376,0.2585816196827681,0.1463063243767089,0.08475013946493466,0.012829981295205517,0.007259245291395073,9.025819937388102,0.4176770071094063,0.2363230138391543,8.01128805987179,27
ddim5_cfg0.5_tts8,ddim,5,0.5,8,4,heuristic,12,29.851152861109796,1.6753298395470937,0.9479070911670486,0.6290953012882304,0.4839389792231926,0.27381425392734576,0.1488840952515602,0.06351321321345124,0.03593598333096649,0.3172912610073884,0.0843161159011222,0.04770633356828586,8.64643128712972,0.1647221774713109,0.0932003456344714,9.867106835047403,0.18998113139469175,0.10749194420464145,9.805848836898804,0.20985215024450773,0.11873503152501456,0.8673206890622774,0.2771299719963056,0.15680104265392888,0.05200547228256861,0.010270479557119926,0.005811070854269543,9.893938302993774,0.27797678963382055,0.15728017483708318,8.001928131829132,28
ddim3_cfg0.0_tts0,ddim,3,0.0,0,0,heuristic,12,10.003200444452254,0.7123957533475612,0.4030758423654655,0.5564286076165458,0.4082456368558829,0.2309867137675495,0.04006067271499584,0.035587675233899545,0.020135622798602384,0.6058313697576523,0.06759281760858042,0.0382442368127672,8.086831291516622,0.29128340240834627,0.16480909977511024,9.187243382136026,0.3274340676595755,0.18526326416300784,8.997098286946615,0.3215165640072559,0.1819151212829425,1.414440433184306,0.2019310156387634,0.1142532277120391,0.07999897189438343,0.010176621023423945,0.0057579653895683276,8.887840986251831,0.3243073016192376,0.18349412973222745,7.989884267325338,29
ddim2_cfg2.0_tts32,ddim,2,2.0,32,4,heuristic,12,48.51605169444421,2.321352845560603,1.3134290164631475,0.7786369994478068,0.2857061478761079,0.16165347095769386,0.4658108589549859,0.19572772807140923,0.11074338736010395,0.15586922193566957,0.04200392076814791,0.023765955463259707,9.323785225550333,0.15116851977241133,0.08553164187192697,10.639478047688803,0.1779801946370232,0.10070177501842519,10.61295747756958,0.18994344017339465,0.10747061838861473,0.5884328534205755,0.26791789946126776,0.1515888219471884,0.04476847437520822,0.006954158935169669,0.003934685822543497,10.799690246582031,0.2541571945494162,0.14380297019579383,7.974488122993886,30
ddim3_cfg1.0_tts0,ddim,3,1.0,0,0,heuristic,12,17.944905555563334,0.8001144128879893,0.45270734623011244,0.5071382269489565,0.4138662202214231,0.23416685818026495,0.12737869034754112,0.08640586302257187,0.048888719310130925,0.5680367027719816,0.1345200018471523,0.07611185609228549,8.432434956232706,0.22448830726750985,0.12701621693820384,9.572883367538452,0.2812630747836321,0.1591395657006432,9.373651822408041,0.3344933299190065,0.18925741778945526,1.4596916437149048,0.2520639174658313,0.14261858718985151,0.07084780434767406,0.010477899451033229,0.005928429707223949,9.249122460683187,0.3902345745321352,0.2207959959201628,7.954887298677506,31
ddim3_cfg0.5_tts0,ddim,3,0.5,0,0,heuristic,12,18.07548086111726,0.9017722528228672,0.5102256838567173,0.3854410491085145,0.29520998321708447,0.16703077201229166,0.08670575843037416,0.1381916179673818,0.07818926847655346,0.5102520436048508,0.09337441832980924,0.05283155064697729,8.29743234316508,0.22452988834948848,0.12703974365009993,9.45129124323527,0.26204851570415966,0.14826790546088767,9.301200866699219,0.3226652048147183,0.18256502600074528,1.273703247308731,0.370892222669196,0.20985203010643097,0.07082634326070547,0.011767662848685571,0.006658182047152946,9.243647813796997,0.42913402629994535,0.24280543269064736,7.9410067355961935,32
ddim5_cfg0.0_tts0,ddim,5,0.0,0,0,heuristic,12,15.6364718333369,0.5114099415998656,0.2893574140999546,0.4508327048863759,0.3433182079081306,0.19425056255838993,0.04520440113265067,0.04007955768621097,0.02267714455075234,0.5508589247862498,0.1154974282379014,0.06534882185818464,8.156619787216187,0.24249508592729194,0.13720451107453777,9.282335837682089,0.2707126738614568,0.15317011442441636,9.107616980870565,0.307428452302464,0.1739440216995101,1.367391546567281,0.32171031167566844,0.18202474434608507,0.07275101418296497,0.009800668555978007,0.0055452502564515595,9.01668612162272,0.3779432026617169,0.2138414975992289,7.836293695777727,33
ddim2_cfg1.0_tts32,ddim,2,1.0,32,4,heuristic,12,49.24981441667834,2.8888761178844002,1.634535536229719,2.2369419500156003,1.6650663060279756,0.942099950403751,0.3810727174083392,0.14691840668593636,0.08312691401605556,0.16744482579330602,0.04464276410827185,0.025259021637774125,9.192417621612549,0.14556401304146818,0.08236059367153757,10.488829692204794,0.17211924368434864,0.09738562984039602,10.471174716949463,0.18179922408367166,0.10286259434390947,0.47519056250651676,0.1745060016249575,0.098736065273107,0.04689846591403087,0.008886707419578024,0.005028128062484761,10.697183847427368,0.23016987516081747,0.1302308665957717,7.83533252935116,34
ddim2_cfg0.5_tts32,ddim,2,0.5,32,4,heuristic,12,49.212201416657486,2.3567185107514215,1.333439025254777,1.6599891099215773,1.4010115657636855,0.792696916538814,0.39172445485989255,0.11981310319487853,0.06779064483436738,0.2628351878374815,0.27438029549237963,0.15524526671359737,9.181655168533325,0.13785223026119356,0.07799724180469657,10.477797269821167,0.1560799807321392,0.08831056251299592,10.444986502329508,0.130146208152835,0.07363714934482739,0.5340346246957779,0.2318318885752505,0.131171239210147,0.06201291084289551,0.03952098488369854,0.022361102236017633,10.64820408821106,0.14647696616251285,0.08287714552712637,7.788162376226677,35
ddim5_cfg2.0_tts0,ddim,5,2.0,0,0,heuristic,12,29.787992138895763,1.4920452391194061,0.8442040660397149,0.3940930156026299,0.1895422699465059,0.10724363496489933,0.34644623659551144,0.2413396658638708,0.13655077063158733,0.41725564499696094,0.08105397548604996,0.04586060387444507,8.752591292063395,0.2894354421526518,0.16376351783105486,9.956674893697103,0.3466770916229381,0.19615102992697228,9.760347763697306,0.4078652595985408,0.23077149507386785,1.5562576601902645,0.4626846263263683,0.26178847168824154,0.06379011987398069,0.010494308435584588,0.005937713964238848,9.604259411493937,0.5252072896898928,0.2971639986811571,7.716689457704828,36
ddim10_cfg0.0_tts8,ddim,10,0.0,8,4,heuristic,12,31.078849611105852,1.637626107133589,0.9265741963098257,1.1874951271208278,0.9713398470624285,0.5495872557325809,0.08710783300921321,0.07180859586008993,0.04062953790695293,0.3683384098112583,0.09352650619056112,0.052917602454975954,8.52527149518331,0.16015379177247172,0.09061553809574431,9.710621198018393,0.18811440437770377,0.10643574396579512,9.628275156021118,0.20352182279968978,0.11515331159577692,1.0252629866202672,0.2837488602606039,0.160546031236635,0.05902903713285923,0.01075906318205088,0.006087513063897563,9.659285386403402,0.2628556142308884,0.14872456444152368,7.706636274578804,37
ddim5_cfg1.0_tts0,ddim,5,1.0,0,0,heuristic,12,30.0326882777679,1.6479498765660903,0.932415418749514,0.593939269456156,0.2216554495755628,0.12541337681020273,0.16496974353988966,0.14064129224050417,0.07957530217554729,0.5277402028441429,0.043802232824095344,0.024783446293856145,8.49692988395691,0.16641295002760428,0.09415699026517554,9.655760208765665,0.2052656355957207,0.1161399665672376,9.457748492558798,0.27505099017565293,0.15562474795441059,1.458379179239273,0.3374725604057393,0.19094307612247854,0.06615755924334128,0.01079275765598669,0.006106577507222663,9.335178057352701,0.38496338062374563,0.21781353720264257,7.435757732050156,38
ddim5_cfg2.0_tts16,ddim,5,2.0,16,4,heuristic,12,60.04090661109746,2.7891872259429755,1.5781312358040738,1.2911099862268316,1.6014308919189684,0.906094825407239,0.3918936749299367,0.18153532543884937,0.10271327962935507,0.1879707034677267,0.06163925848356358,0.03487569362857167,9.172296444574991,0.19368976160937743,0.10959029928435952,10.469111998875936,0.24137813845052072,0.13657253854668092,10.423162698745728,0.27526409633453847,0.15574532411464517,0.7444504201412201,0.3325763105935153,0.18817276199831345,0.0437097412844499,0.009471228496760882,0.005358851995718123,10.555525779724121,0.3785724202654249,0.214197510973051,7.15400325994876,39
ddim5_cfg0.5_tts0,ddim,5,0.5,0,0,heuristic,12,30.17215236110992,1.581836975381253,0.8950085234794604,1.9425902879451877,1.7380826589960063,0.9834128412242615,0.09832205843607274,0.20072257688890652,0.11356948912326063,0.5901733810702959,0.1298307748332359,0.07345867614308511,8.266656756401062,0.2595162586645021,0.14683514616305415,9.379854122797648,0.30525229901200784,0.17271274706522818,9.16430433591207,0.37427911075383513,0.21176834243886486,1.4490022659301758,0.32737778798220035,0.18523142093786307,0.0699442783370614,0.01107685714959907,0.006267321927954133,9.04362404346466,0.4351376175763318,0.24620228422938306,7.138054283030452,40
ddim5_cfg1.0_tts16,ddim,5,1.0,16,4,heuristic,12,60.6223556388967,2.425103024349455,1.3721312062423188,1.6624934362046204,1.8014796577960086,1.0192830700607973,0.3012774934371312,0.12089015397271527,0.06840004367975201,0.21370218197504678,0.04845196231924986,0.02741427841802882,9.023053487141928,0.1771287743035744,0.10022003861488922,10.301735719045004,0.20525399972656672,0.11613338295449306,10.26422611872355,0.21867009275582275,0.12372425217796881,0.6923355584343275,0.1839464029321528,0.10407747514435496,0.04650795925408602,0.007829293772548698,0.004429839969802739,10.414552529652914,0.2581258672313665,0.14604845815221834,6.983814697438588,41
