experiment,model_name,config_name,scheduler,num_steps,cfg_weight,tts_budget,dataset_name,suite_name,traj_name,latency_ms,dist_pred_mean,diversity,path_length_mean,endpoint_norm_mean,forward_progress_mean,lateral_abs_mean,smoothness_mean
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts8,ddim,2,0.0,8,go_stanford,short,sim12hF_1_4,5.331440666698957,7.8149895668029785,0.48406872153282166,8.200532913208008,9.162543296813965,8.834747314453125,2.1010963916778564,0.12059006094932556
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts8,ddim,2,0.0,8,go_stanford,short,sim2hF_0_11,5.328462666663351,6.542974472045898,0.4052775800228119,7.9536285400390625,9.028088569641113,8.86863899230957,1.4271340370178223,0.08996155112981796
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts8,ddim,2,0.0,8,go_stanford,medium,no4vcF_86_0,5.303618666857801,5.022684097290039,0.38354650139808655,8.201586723327637,9.215575218200684,8.882669448852539,2.233827829360962,0.10829002410173416
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts8,ddim,2,0.0,8,go_stanford,medium,no5vcF_119_0,5.477491666776284,6.843746185302734,0.39620304107666016,8.493329048156738,9.531397819519043,9.172284126281738,2.3687164783477783,0.10848691314458847
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts8,ddim,2,0.0,8,go_stanford,medium,no5vcF_64_2,5.759470333487116,6.397066116333008,0.45463231205940247,8.402124404907227,9.452073097229004,9.229005813598633,1.777390956878662,0.10708239674568176
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts8,ddim,2,0.0,8,go_stanford,medium,sim2hF_0_13,5.4106383333116055,8.128021240234375,0.49773210287094116,8.398784637451172,9.336352348327637,8.910874366760254,2.479837656021118,0.14129939675331116
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts8,ddim,2,0.0,8,go_stanford,medium,sim12hF_1_4,6.528219333479986,7.355297565460205,0.3895922899246216,8.501297950744629,9.598183631896973,9.420746803283691,1.5657826662063599,0.0865752324461937
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts8,ddim,2,0.0,8,go_stanford,medium,sim2hF_0_11,5.353576333315384,6.697145462036133,0.44045567512512207,8.310505867004395,9.389820098876953,9.154590606689453,1.8105411529541016,0.10162869840860367
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,short,no4vcF_86_0,10.53837999991932,6.741989612579346,0.416535347700119,8.478838920593262,9.64636516571045,9.497065544128418,1.5152612924575806,0.09006267786026001
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,short,no5vcF_119_0,10.774886666543656,6.204920291900635,0.32304108142852783,8.241042137145996,9.378695487976074,9.31754207611084,0.8293476104736328,0.0734565481543541
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,short,no5vcF_64_2,10.836941333309369,6.724134922027588,0.3105841279029846,8.493731498718262,9.642020225524902,9.510749816894531,1.370165228843689,0.10303318500518799
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,short,sim2hF_0_13,10.559579666581461,8.347677230834961,0.3636966347694397,8.664552688598633,9.803317070007324,9.641942977905273,1.5984941720962524,0.09884337335824966
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,short,sim12hF_1_4,11.017865333239266,7.8149895668029785,0.4985814094543457,8.42536449432373,9.477669715881348,9.233448028564453,1.809824824333191,0.10655295103788376
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,short,sim2hF_0_11,10.447514333312332,6.542974472045898,0.36615365743637085,8.185336112976074,9.295944213867188,9.17297077178955,1.2047184705734253,0.07908417284488678
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,medium,no4vcF_86_0,11.161147000166238,5.022684097290039,0.31172558665275574,8.466970443725586,9.566658973693848,9.354057312011719,1.7445276975631714,0.10219022631645203
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,medium,no5vcF_119_0,10.585442666676196,6.843746185302734,0.40358179807662964,8.42330551147461,9.590391159057617,9.408713340759277,1.512221336364746,0.09142003208398819
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,medium,no5vcF_64_2,10.556306333455723,6.397066116333008,0.4244881272315979,8.57370662689209,9.722809791564941,9.561036109924316,1.4792660474777222,0.09446544200181961
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,medium,sim2hF_0_13,10.459116666424961,8.128021240234375,0.3766423463821411,8.36503791809082,9.407989501953125,9.204092979431152,1.7315821647644043,0.14070957899093628
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,medium,sim12hF_1_4,12.322390666819652,7.355297565460205,0.31669381260871887,8.760130882263184,9.965964317321777,9.894439697265625,0.9670984148979187,0.07538742572069168
encoder_x_tts,efficientnet_b0,ddim2_cfg0_tts16,ddim,2,0.0,16,go_stanford,medium,sim2hF_0_11,10.457219999959003,6.697145462036133,0.46352365612983704,8.728047370910645,9.916999816894531,9.782017707824707,1.493845820426941,0.08668678253889084
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,short,no4vcF_86_0,5.17859466678298,6.741989612579346,0.6227598190307617,7.664430618286133,8.55553150177002,8.174110412597656,2.1680986881256104,0.13678885996341705
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,short,no5vcF_119_0,5.877571333257947,6.204920291900635,0.5831936597824097,7.5293660163879395,8.508116722106934,8.292180061340332,1.359500765800476,0.1010967418551445
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,short,no5vcF_64_2,5.203770666867058,6.724134922027588,0.6518820524215698,8.233684539794922,9.14885425567627,8.708830833435059,2.470243215560913,0.13590361177921295
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,short,sim2hF_0_13,5.227300666623099,8.347677230834961,0.5781831741333008,8.096667289733887,8.930937767028809,8.323016166687012,2.8176450729370117,0.143014058470726
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,short,sim12hF_1_4,5.3106573335147305,7.8149895668029785,0.489075630903244,7.998528957366943,8.804367065429688,8.286056518554688,2.6854159832000732,0.14286181330680847
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,short,sim2hF_0_11,5.239611333157275,6.542974472045898,0.5605084896087646,7.68042516708374,8.650280952453613,8.332859992980957,2.0123002529144287,0.10689147561788559
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,medium,no4vcF_86_0,5.182196333407774,5.022684097290039,0.7511762380599976,7.197956085205078,8.058769226074219,7.650430679321289,2.1861789226531982,0.1221739873290062
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,medium,no5vcF_119_0,5.263518333322281,6.843746185302734,0.5416874885559082,8.11833667755127,8.966662406921387,8.414624214172363,2.798707962036133,0.14349637925624847
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,medium,no5vcF_64_2,6.346292333394861,6.397066116333008,0.5414481163024902,8.077560424804688,8.967103004455566,8.513946533203125,2.499663829803467,0.12875919044017792
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,medium,sim2hF_0_13,5.206377333252021,8.128021240234375,0.6773207187652588,7.601992130279541,8.380617141723633,7.785730838775635,2.7649154663085938,0.1511734127998352
