timestamp,label,tick,camera_ms,ui_ms,preprocess_ms,infer_ms,command_ms,total_ms,infer_fps,loop_fps,camera_status
2026-07-11T20:59:08.183,navigate,1,14.519013002427528,0.29092899785609916,0.5087509998702444,0.0,10.76530200225534,26.08399500240921,,38.33768561555224,
2026-07-11T20:59:08.932,navigate,2,2.4460059976263437,0.18980100139742717,0.6517029978567734,733.4464300001855,11.444630999903893,748.1810339995718,1.3634260923456225,1.3365749124303148,
2026-07-11T20:59:09.112,navigate,3,1.5479729991056956,0.1938660025189165,1.1830729999928735,165.60721499990905,10.391838997747982,178.9260240002477,6.038384257597407,5.5889019251811884,
2026-07-11T20:59:09.261,navigate,4,2.1587430019280873,0.2452789995004423,1.2893470011476893,133.04085599884274,10.94195000041509,147.691352001857,7.5164880178514375,6.770877146465735,
2026-07-11T20:59:09.411,navigate,5,2.1901629988860805,0.2653659976203926,1.4269040002545808,134.02854699961608,10.873734998313012,148.79327299786382,7.461097075109413,6.720733940803605,
2026-07-11T20:59:09.492,navigate,6,2.5123589985014405,0.3467860005912371,1.412325000273995,63.15572699895711,12.117730999307241,79.54796799822361,15.833876791830978,12.571031355852245,
2026-07-11T20:59:09.574,navigate,7,0.8285670010081958,0.0728960003471002,0.4877659994235728,69.14106199837988,11.708637000992894,82.2412470006384,14.463185422628193,12.1593487023882,
2026-07-11T20:59:09.654,navigate,8,0.8130650021485053,0.07271899812621996,0.4780000017490238,66.86302999878535,11.373167002602713,79.60233700214303,14.955948003226391,12.56244524545904,
2026-07-11T20:59:09.734,navigate,9,0.8215970010496676,0.07202499909908511,0.4836369989789091,67.37831200007349,11.000043999956688,79.75732400154811,14.841570979084624,12.538033497470272,
2026-07-11T20:59:09.819,navigate,10,1.5743800031486899,0.18722799723036587,0.6454340000345837,70.54403299844125,11.253533000854077,84.20626800216269,14.175543380431568,11.875600519124262,
2026-07-11T20:59:09.906,navigate,11,1.0862700000870973,0.07989500227267854,0.5203649998293258,70.90779200007091,13.088347997836536,85.68436399946222,14.102822437328184,11.67074076673168,
2026-07-11T20:59:09.990,navigate,12,1.6072459984570742,0.11915200229850598,0.7483560002583545,68.08519599871943,11.830955001641996,82.3948270008259,14.68748066787982,12.13668426040844,
2026-07-11T20:59:10.072,navigate,13,0.7750570002826862,0.08508500104653649,0.5268690001685172,69.0456769989396,11.954034998780116,82.38889199856203,14.48316597743488,12.137558543904843,
2026-07-11T20:59:10.218,navigate,14,0.9911169981933199,0.07995400301297195,0.4995579984097276,132.30939400091302,10.478274001798127,144.36041600129101,7.558042326103462,6.927106666075671,
2026-07-11T20:59:10.304,navigate,15,1.3580939994426444,0.10078899867949076,1.0067150033137295,71.63764200231526,11.477534997538896,85.58911399813951,13.959141759128267,11.683728844555366,
2026-07-11T20:59:10.392,navigate,16,1.1213460020371713,0.08883299960871227,0.8604100003140047,71.28870199812809,13.812774999678368,87.1763169998303,14.027468195819559,11.47100536493124,
2026-07-11T20:59:10.475,navigate,17,0.7832299997971859,0.0862220003909897,0.5323529985616915,68.33071299843141,12.669171999732498,82.40416599801392,14.63470752929149,12.135308790384476,
2026-07-11T20:59:10.559,navigate,18,0.7487139992008451,0.0757589987188112,0.5085609991510864,71.3530390021333,11.485404000268318,84.17342699976871,14.014820027078345,11.880233889048474,
2026-07-11T20:59:10.644,navigate,19,0.7422470007441007,0.07815500066499226,0.5280009972921107,71.28959199690144,11.628476000623778,84.26843499910319,14.027293073068288,11.866839582468124,
2026-07-11T20:59:10.734,navigate,20,0.7726449985057116,0.10245000157738104,0.8284260002255905,75.64665699828765,12.340529003267875,89.69801300190738,13.219354822548683,11.148518975317051,
2026-07-11T20:59:10.824,navigate,21,1.6059830013546161,0.20350699924165383,0.757907000661362,73.22914000178571,12.530130999948597,88.32983600223088,13.6557659966458,11.321202950889028,
2026-07-11T20:59:10.906,navigate,22,0.7601110010000411,0.07935499888844788,0.5118080007378012,68.45258699831902,11.387047001335304,81.1931749994983,14.608651679220785,12.316306142803002,
2026-07-11T20:59:10.987,navigate,23,0.7368990009126719,0.07398899833788164,0.4928580019623041,69.07041000158642,10.545665998506593,80.9216009984084,14.47797978869724,12.357639834877569,
2026-07-11T20:59:11.073,navigate,24,0.9805829977267422,0.08555400199838914,0.5105300006107427,71.93493100203341,11.373905999789713,84.88776699959999,13.901452132785568,11.780260399648776,
2026-07-11T20:59:11.156,navigate,25,0.734073000785429,0.06976700024097227,0.4802999974344857,69.68324300032691,11.320330999296857,82.28999199855025,14.350652422926249,12.152146035177857,
2026-07-11T20:59:11.239,navigate,26,0.7887659994594287,0.07331999950110912,0.4853469981753733,70.55308599956334,11.109402003057767,83.01214899984188,14.173724449220963,12.046429493132441,
2026-07-11T20:59:11.320,navigate,27,0.7439809996867552,0.07698600165895186,0.5156199986231513,67.67337000201223,11.035958999855211,80.04771600099048,14.776861267146375,12.492548819102177,
2026-07-11T20:59:11.404,navigate,28,1.5631669994036201,0.11227800132473931,0.6029700016370043,70.38318099876051,10.547916001087287,83.21144900037325,14.207939820418327,12.01757705235387,
2026-07-11T20:59:11.487,navigate,29,1.4230260021577124,0.08977499965112656,0.6092900002840906,69.88355099747423,10.828290000063134,82.83578299960936,14.309518988755201,12.072077594832608,
2026-07-11T20:59:11.570,navigate,30,0.965105999057414,0.07833700146875344,0.4867629977525212,70.07595199684147,10.124892000021646,81.73274499858962,14.270230678351298,12.234998347568725,
2026-07-11T20:59:11.658,navigate,31,1.4380889988387935,0.21788899903185666,0.9581710000929888,71.6761290022987,12.662343000556575,86.95535600054427,13.951646300094268,11.500154170994836,
2026-07-11T20:59:11.742,navigate,32,0.8171240006049629,0.08525800149072893,0.5234059972281102,69.40493100046297,12.807775001419941,83.64086100118584,14.408198172451602,11.955878837567468,
2026-07-11T20:59:11.823,navigate,33,0.7434929975715932,0.07547800123575144,0.4970859990862664,68.04166800066014,11.70374399953289,81.06335899719852,14.696876625515678,12.336029648543914,
2026-07-11T20:59:11.906,navigate,34,1.2075689992343541,0.08401599916396663,0.509296001837356,68.42464600049425,11.285095002676826,81.51238600112265,14.614617078074131,12.268074203915798,
2026-07-11T20:59:11.988,navigate,35,1.2895420004497282,0.0995699992927257,0.8346110007551033,68.59718099804013,10.97957200181554,81.8063170008827,14.577858527868234,12.223994877916455,
2026-07-11T20:59:12.070,navigate,36,1.0875250009121373,0.0994789988908451,0.7214690012915526,68.78950499958592,10.80639700012398,81.50706800006446,14.53710126284554,12.268874645315535,
2026-07-11T20:59:12.155,navigate,37,1.460563998989528,0.14028200166649185,0.6110069989517797,70.09328499771073,11.267462999967393,83.57502799844951,14.266701867841697,11.965296619685871,
2026-07-11T20:59:12.241,navigate,38,1.6350049991160631,0.12139399768784642,0.6846140022389591,71.50510000064969,11.633456997515168,85.58572999754688,13.985016453244791,11.68419081111609,
2026-07-11T20:59:12.320,navigate,39,0.7266959983098786,0.07423300121445209,0.508424000145169,67.0225419999042,10.496013997908449,78.82989799691131,14.920353214914309,12.685542229664964,
2026-07-11T20:59:12.404,navigate,40,1.2042039998050313,0.11503600035212003,0.9317219992226455,69.37698399997316,10.977606998494593,82.61123400006909,14.414002199928248,12.104891206432816,
2026-07-11T20:59:12.487,navigate,41,1.6100020002340898,0.18840399934560992,0.7969889993546531,69.04523499906645,10.678031998395454,82.32197399775032,14.483258692848548,12.147424939388939,
2026-07-11T20:59:12.570,navigate,42,1.4132739997876342,0.16953999875113368,0.6398229998012539,69.60217999949236,10.811147003551014,82.63882900064345,14.367366079730454,12.10084910559676,
2026-07-11T20:59:12.648,navigate,43,1.4499000026262365,0.1122089997807052,0.6104979984229431,64.15106599888531,10.58238000041456,76.90805899983388,15.588205502576931,13.00253852463186,
