timestamp,label,tick,camera_ms,ui_ms,preprocess_ms,infer_ms,command_ms,total_ms,infer_fps,loop_fps,camera_status
2026-07-11T22:39:02.606,navigate,1,5.016549002903048,0.16472999777761288,0.5132459991727956,0.0,13.560290000896202,19.25481500074966,,51.935061435857286,
2026-07-11T22:39:02.696,navigate,2,1.0256489986204542,0.0956129988480825,0.5720780027331784,72.88425700244261,13.886786000512075,88.46769400042831,13.720384087423522,11.303561275092788,
2026-07-11T22:39:02.789,navigate,3,2.385323998169042,0.3357839996169787,1.7971770030271728,74.36976399912965,12.8815720017883,91.78412099936395,13.446324772681853,10.895130760220821,
2026-07-11T22:39:02.875,navigate,4,1.3791790006507654,0.08942199929151684,0.6145430015749298,69.53921399690444,13.110588002746226,84.73517300080857,14.380375366976615,11.801474695643304,
2026-07-11T22:39:02.960,navigate,5,0.7870640001783613,0.08177500058081932,0.5518069992831443,71.8476619986177,11.92249900122988,85.19306300149765,13.918337384718788,11.73804491549295,
2026-07-11T22:39:03.051,navigate,6,0.800421999883838,0.0873950011737179,0.7338340001297183,77.44827200076543,11.15884799946798,90.23589700154844,12.911843920676718,11.08206415882185,
2026-07-11T22:39:03.139,navigate,7,1.1852360003103968,0.13055199815426022,1.057725999999093,72.65944000027957,12.491534998844145,87.53312599947094,13.762836597641714,11.424246404795873,
2026-07-11T22:39:03.223,navigate,8,1.305409001361113,0.08701199840288609,0.5921680021856446,68.61829700210365,12.051855999743566,82.6564490016608,14.573372463168866,12.098269549178276,
2026-07-11T22:39:03.305,navigate,9,0.7619909993081819,0.07706000178586692,0.5332299988367595,68.2798490015557,12.133587999414885,81.78842100096517,14.645609423905078,12.226669591630815,
2026-07-11T22:39:03.389,navigate,10,1.318794998951489,0.08624300244264305,0.5757259968959261,68.55093999911333,12.135918001149548,82.67050799986464,14.587692014331743,12.096212109905474,
2026-07-11T22:39:03.477,navigate,11,1.3876740013074595,0.0939009987632744,0.5463170018629171,71.44263000009232,13.425116998405429,86.89753100043163,13.997245062208764,11.507806821289698,
2026-07-11T22:39:03.566,navigate,12,1.446345999283949,0.14258300143410452,1.0396219986432698,74.62516899977345,11.55844900131342,88.82627300044987,13.400304661327278,11.257930409789177,
2026-07-11T22:39:03.650,navigate,13,1.7143909972219262,0.14327900134958327,0.8406169981753919,68.98510300015914,10.726772998168599,82.41298499706318,14.495883263343002,12.134010193122302,
2026-07-11T22:39:03.737,navigate,14,1.710765001917025,0.16049299665610306,1.2893760031147394,71.66777000020375,11.206466999283293,86.04230499986443,13.95327355653953,11.622189805370459,
2026-07-11T22:39:03.821,navigate,15,1.1967969985562377,0.28956300229765475,1.137494997237809,68.85231100022793,11.911974001122871,83.39784499912639,14.523840746560992,11.99071750607555,
2026-07-11T22:39:03.906,navigate,16,1.900695999211166,0.09688499994808808,1.0284950003551785,69.28746400080854,11.991464001766872,84.30896800200571,14.432625214690072,11.861134392917844,
2026-07-11T22:39:03.989,navigate,17,1.1938389980059583,0.08588200216763653,0.5885309983568732,68.34074599828455,11.882278002303792,82.09380699918256,14.632559030378472,12.181186822167442,
2026-07-11T22:39:04.077,navigate,18,1.535149000119418,0.08414900003117509,0.568216997635318,71.51937500020722,12.721687999146525,86.43061999828205,13.982225096305758,11.569973697051768,
2026-07-11T22:39:04.166,navigate,19,0.7702650000283029,0.08012800026335754,0.5249540008662734,76.09568800035049,11.61928299916326,89.09235800092574,13.14134908663148,11.22430725191502,
2026-07-11T22:39:04.258,navigate,20,2.017370999965351,0.2959379999083467,1.090778001525905,74.74713000192423,13.155929998902138,91.31118699951912,13.378440081569108,10.951560623182637,
2026-07-11T22:39:04.344,navigate,21,0.7955180008138996,0.08759800039115362,0.5397839995566756,71.34047699946677,12.298164001549594,85.06366700021317,14.017287829565177,11.755900436287257,
