dataset_name,suite_name,traj_name,config_name,scheduler_kind,num_steps,latency_ms,latency_std_ms,mse_vs_baseline,diversity,path_length_mean,endpoint_norm_mean,forward_progress_mean,lateral_abs_mean,smoothness_mean
go_stanford,short,no6vc_72_1,ddpm_10,ddpm,10,53.76561899998933,29.590159805388076,0.0,0.3807390332221985,8.26722526550293,8.632633209228516,5.889644622802734,6.243084907531738,0.2122824788093567
go_stanford,short,no6vc_72_1,ddim_10,ddim,10,37.75057412502747,4.330598528436595,0.01497395895421505,0.5093299746513367,8.336143493652344,8.563777923583984,5.551671981811523,6.394092082977295,0.23425206542015076
go_stanford,short,no6vc_72_1,ddim_5,ddim,5,18.56338962505788,1.1401433630376023,0.005374572239816189,0.35581445693969727,8.347784996032715,8.663045883178711,5.914994239807129,6.27011775970459,0.22570496797561646
go_stanford,short,no6vc_72_1,ddim_3,ddim,3,10.728288625102778,0.5615707127699082,0.02431412786245346,0.32279980182647705,8.309194564819336,8.734789848327637,6.207305908203125,6.087759494781494,0.21635109186172485
go_stanford,short,no6vc_72_1,ddim_2,ddim,2,7.451307375106353,0.3570913198431549,0.038857147097587585,0.5080528259277344,8.20506477355957,8.606978416442871,6.178530693054199,5.875179290771484,0.2192590832710266
go_stanford,short,no6vc_72_1,ddim_1,ddim,1,4.47288324994588,0.44357585363367097,6.29354190826416,5.09467887878418,21.859909057617188,12.259471893310547,8.926460266113281,5.863218784332275,4.0529375076293945
go_stanford,short,no8vc_15_0,ddpm_10,ddpm,10,35.724995999942166,1.3477062598364944,0.0,0.25174522399902344,6.969144821166992,7.731304168701172,7.482715606689453,1.8709323406219482,0.18253737688064575
go_stanford,short,no8vc_15_0,ddim_10,ddim,10,38.01592512508023,3.2930894884496587,0.00134695740416646,0.3566255569458008,6.988859176635742,7.696231842041016,7.412661552429199,1.9312684535980225,0.1914275586605072
go_stanford,short,no8vc_15_0,ddim_5,ddim,5,18.681789999902776,0.6948349737070764,0.0019460637122392654,0.30902063846588135,7.06557035446167,7.826650619506836,7.585636138916016,1.8183932304382324,0.17811089754104614
go_stanford,short,no8vc_15_0,ddim_3,ddim,3,12.887570500026868,1.5507758600854422,0.0008324234513565898,0.2777343690395355,7.0303192138671875,7.812067031860352,7.5692644119262695,1.856982946395874,0.17935431003570557
go_stanford,short,no8vc_15_0,ddim_2,ddim,2,8.901244124899677,0.9171445685522356,0.01763341948390007,0.3679041862487793,6.963376998901367,7.781337738037109,7.599835395812988,1.5259068012237549,0.19349491596221924
go_stanford,short,no8vc_15_0,ddim_1,ddim,1,4.703810624903326,0.32974999179009384,1.4911545515060425,4.901474952697754,22.727954864501953,13.45256233215332,10.694106101989746,6.06112813949585,4.013211250305176
go_stanford,short,no17vcF_5_2,ddpm_10,ddpm,10,38.3554779999713,1.1712593326437248,0.0,0.1437240093946457,7.473331451416016,8.4939546585083,8.491439819335938,0.16941121220588684,0.02280384674668312
