dataset_name,suite_name,traj_name,config_name,scheduler_kind,num_steps,latency_ms,latency_std_ms,mse_vs_baseline,diversity,path_length_mean,endpoint_norm_mean,forward_progress_mean,lateral_abs_mean,smoothness_mean
go_stanford,short,no6vc_72_1,ddpm_10,ddpm,10,35.27733949994172,20.008150089668153,0.0,0.3807390332221985,8.26722526550293,8.632633209228516,5.889644622802734,6.243084907531738,0.2122824788093567
go_stanford,short,no6vc_72_1,ddim_10,ddim,10,27.181095749995166,0.780616136558025,0.01497395895421505,0.5093299746513367,8.336143493652344,8.563777923583984,5.551671981811523,6.394092082977295,0.23425206542015076
go_stanford,short,no6vc_72_1,ddim_5,ddim,5,14.158753124974055,0.5313852265497577,0.005374572239816189,0.35581445693969727,8.347784996032715,8.663045883178711,5.914994239807129,6.27011775970459,0.22570496797561646
go_stanford,short,no6vc_72_1,ddim_3,ddim,3,9.119359875029431,0.48294119217762677,0.02431412786245346,0.32279980182647705,8.309194564819336,8.734789848327637,6.207305908203125,6.087759494781494,0.21635109186172485
go_stanford,short,no6vc_72_1,ddim_2,ddim,2,5.7875842499584,0.286607625631443,0.038857147097587585,0.5080528259277344,8.20506477355957,8.606978416442871,6.178530693054199,5.875179290771484,0.2192590832710266
go_stanford,short,no6vc_72_1,ddim_1,ddim,1,3.283245999995188,0.1473362924337792,6.29354190826416,5.09467887878418,21.859909057617188,12.259471893310547,8.926460266113281,5.863218784332275,4.0529375076293945
go_stanford,short,no8vc_15_0,ddpm_10,ddpm,10,29.662563999949043,1.3295186012395714,0.0,0.25174522399902344,6.969144821166992,7.731304168701172,7.482715606689453,1.8709323406219482,0.18253737688064575
go_stanford,short,no8vc_15_0,ddim_10,ddim,10,28.470535624990134,0.6869091352887916,0.00134695740416646,0.3566255569458008,6.988859176635742,7.696231842041016,7.412661552429199,1.9312684535980225,0.1914275586605072
go_stanford,short,no8vc_15_0,ddim_5,ddim,5,14.908568374949027,0.5481769042028328,0.0019460637122392654,0.30902063846588135,7.06557035446167,7.826650619506836,7.585636138916016,1.8183932304382324,0.17811089754104614
go_stanford,short,no8vc_15_0,ddim_3,ddim,3,8.760419249995266,0.6385051980103696,0.0008324234513565898,0.2777343690395355,7.0303192138671875,7.812067031860352,7.5692644119262695,1.856982946395874,0.17935431003570557
go_stanford,short,no8vc_15_0,ddim_2,ddim,2,6.2552913750266725,0.5503366292421992,0.01763341948390007,0.3679041862487793,6.963376998901367,7.781337738037109,7.599835395812988,1.5259068012237549,0.19349491596221924
go_stanford,short,no8vc_15_0,ddim_1,ddim,1,3.292709749985079,0.42197713123713865,1.4911545515060425,4.901474952697754,22.727954864501953,13.45256233215332,10.694106101989746,6.06112813949585,4.013211250305176
go_stanford,short,no17vcF_5_2,ddpm_10,ddpm,10,29.005695375019513,0.670723134487586,0.0,0.1437240093946457,7.473331451416016,8.4939546585083,8.491439819335938,0.16941121220588684,0.02280384674668312
go_stanford,short,no17vcF_5_2,ddim_10,ddim,10,27.460485625027786,0.4875593696769935,0.00014010367158334702,0.17784273624420166,7.475464820861816,8.494843482971191,8.490922927856445,0.1988239735364914,0.029525339603424072
go_stanford,short,no17vcF_5_2,ddim_5,ddim,5,14.26237525004126,0.7451535576036801,0.0002782932133413851,0.13264794647693634,7.509654521942139,8.529741287231445,8.527090072631836,0.17473354935646057,0.023135099560022354
go_stanford,short,no17vcF_5_2,ddim_3,ddim,3,8.553521874972603,0.350360385607076,0.0010529088322073221,0.19627228379249573,7.56058406829834,8.581443786621094,8.577240943908691,0.21634715795516968,0.03728284686803818
go_stanford,short,no17vcF_5_2,ddim_2,ddim,2,6.19137512501311,0.3783314647598397,0.003541194600984454,0.47613343596458435,7.5780205726623535,8.46085262298584,8.379743576049805,0.20362846553325653,0.07822748273611069
go_stanford,short,no17vcF_5_2,ddim_1,ddim,1,3.127413000015622,0.23880056755061813,1.1590054035186768,4.416826248168945,22.00253677368164,12.522185325622559,10.637344360351562,4.540180683135986,4.003424644470215
go_stanford,short,sim29h_1_0,ddpm_10,ddpm,10,28.540129124991154,0.709523655452567,0.0,0.34772244095802307,5.835615158081055,4.170259475708008,-2.260082244873047,3.393512010574341,0.3230315148830414
go_stanford,short,sim29h_1_0,ddim_10,ddim,10,27.368132874983075,0.8655881626163602,0.00667878333479166,0.4026317000389099,5.930898666381836,4.23185920715332,-2.4651455879211426,3.3317394256591797,0.33020147681236267
go_stanford,short,sim29h_1_0,ddim_5,ddim,5,13.932949250005322,0.35238759302430006,0.012594328261911869,0.3558214604854584,5.646388053894043,3.842507839202881,-2.1034750938415527,3.1367950439453125,0.32462531328201294
