config_name,scheduler,num_steps,guidance_scale,dataset_name,suite_name,traj_name,latency_ms,latency_std_ms,diversity,path_length_mean,endpoint_norm_mean,forward_progress_mean,lateral_abs_mean,smoothness_mean
ddpm10_w0.0,ddpm,10,0.0,go_stanford,short,no9vc_56_0,36.92281687506238,19.654780771596574,0.2124338448047638,9.340652465820312,10.653444290161133,10.625284194946289,0.5982478260993958,0.05266347900032997
ddpm10_w0.0,ddpm,10,0.0,go_stanford,short,no26vcF_20_0,30.037076999974488,0.7496968464136818,0.22638729214668274,8.520277976989746,9.682670593261719,9.114398956298828,3.21494197845459,0.09707516431808472
ddpm10_w0.0,ddpm,10,0.0,go_stanford,short,sim2hF_0_0,30.532376124995153,0.9721608817244962,0.19821500778198242,7.238901138305664,8.118741989135742,7.926975250244141,1.7021281719207764,0.06796108186244965
ddpm10_w0.0,ddpm,10,0.0,go_stanford,short,no14vc_16_1,30.33810012499316,0.8824010657824409,0.1729716658592224,6.8729143142700195,7.8651323318481445,7.846607208251953,0.4442116916179657,0.07305601239204407
ddpm10_w0.0,ddpm,10,0.0,go_stanford,short,no5vc_144_0,29.362486749903383,1.2866983368039975,0.19873520731925964,4.417196273803711,4.81340217590332,4.475522041320801,1.7289512157440186,0.07820061594247818
ddpm10_w0.0,ddpm,10,0.0,go_stanford,short,no31vcF_25_0,29.22207800003207,0.6950028671940623,0.5463902354240417,2.996708869934082,1.5579521656036377,0.27452799677848816,1.3459516763687134,0.21416108310222626
ddpm10_w0.0,ddpm,10,0.0,go_stanford,short,sim4h_0_0,29.362727750083195,1.2848567148065062,0.16923487186431885,9.305130004882812,10.55662727355957,10.372724533081055,1.8909409046173096,0.06163204461336136
ddpm10_w0.0,ddpm,10,0.0,go_stanford,short,no4vcF_61_0,28.635791874933147,0.800768114512755,0.16408011317253113,9.413066864013672,10.728949546813965,10.64016342163086,1.2670650482177734,0.049070026725530624
ddpm10_w0.0,ddpm,10,0.0,go_stanford,medium,no9vc_56_0,29.521023500024057,1.9450696607221447,0.38155925273895264,9.428152084350586,10.481569290161133,9.322724342346191,4.673666954040527,0.07151702791452408
ddpm10_w0.0,ddpm,10,0.0,go_stanford,medium,no26vcF_20_0,29.164655874865275,0.5485767067393114,0.20901015400886536,9.229665756225586,10.423990249633789,10.002490043640137,2.889760732650757,0.05872181057929993
ddpm10_w0.0,ddpm,10,0.0,go_stanford,medium,sim2hF_0_0,29.33153350016937,0.7994631068020225,0.17351588606834412,7.0773091316223145,8.039970397949219,8.0242919921875,0.42755839228630066,0.06658445298671722
ddpm10_w0.0,ddpm,10,0.0,go_stanford,medium,no14vc_16_1,28.737892250035202,0.9099775544125306,0.16644318401813507,7.2786688804626465,8.233271598815918,8.08804702758789,1.5067087411880493,0.049738794565200806
ddpm10_w0.0,ddpm,10,0.0,go_stanford,medium,no5vc_144_0,29.60003787501364,1.0792441796798309,0.22282996773719788,4.877633094787598,5.754511833190918,5.718522071838379,0.5419315695762634,0.07295598834753036
