model_name,num_cases,latency_ms_mean,latency_ms_std,latency_ms_ci95,dist_pred_mean_mean,dist_pred_mean_std,dist_pred_mean_ci95,diversity_mean,diversity_std,diversity_ci95,path_length_mean_mean,path_length_mean_std,path_length_mean_ci95,endpoint_norm_mean_mean,endpoint_norm_mean_std,endpoint_norm_mean_ci95,forward_progress_mean_mean,forward_progress_mean_std,forward_progress_mean_ci95,lateral_abs_mean_mean,lateral_abs_mean_std,lateral_abs_mean_ci95,smoothness_mean_mean,smoothness_mean_std,smoothness_mean_ci95
convnext_tiny,24,37.099972072894616,1.3498885940274108,0.5400679166117909,10.599729975064596,3.1025813879538195,1.2412910767040033,0.30170642615606386,0.1810101271709723,0.07241913347471197,7.088282605012258,1.6912035839891235,0.6766223525501196,7.710605949163437,2.0188510785840457,0.8077086515024015,7.013552039861679,2.2506997331835885,0.9004674320512792,2.390446582188209,1.7749517002823894,0.7101285773502882,0.13220569887198508,0.08447695484606879,0.03379782095151052
dinov2_small,24,35.883598760506175,1.8199793381467735,0.7281433844084138,11.217232008775076,2.61398411500955,1.045811455327296,0.3181728261212508,0.13504513325393622,0.05402930589065637,6.979862861335278,2.077112056420991,0.8310178972130338,7.745523090163867,2.2442321540589063,0.8978798614926098,7.0974153478940325,2.2078715096687254,0.8833325739984031,2.3570308784643808,1.9295689548126806,0.7719883625917315,0.11577437181646626,0.07404147220635458,0.02962275836263845
efficientnet_b0,24,35.53507099991293,3.4077255311794414,1.3633741600245852,5.831616759300232,1.3626682553606024,0.545180846005934,0.5818430073559284,0.05541112459457346,0.022169066950646434,6.635217110315959,0.2786171369084678,0.1114700704400817,7.532345612843831,0.3193328471631882,0.12775974716446303,7.356377998987834,0.3391065276981372,0.1356708670135431,1.2432587320605915,0.22911942244670255,0.09166686027541529,0.07248260437821348,0.010695680559058835,0.004279163437511678
resnet50,24,34.81261680211863,1.2062110815884453,0.482584939757109,10.596966822942099,0.12707940818079833,0.05084235212011096,0.9824241225918134,0.1290626879233223,0.05163582927322003,7.589038193225861,0.3045442667079338,0.12184308272900303,8.473666230837503,0.3882532329843277,0.1553336442602613,7.979778826236725,0.5103007757390929,0.2041628309315105,2.019739950696627,0.4255007587682986,0.17023575821106982,0.09802250393355887,0.02050677014170462,0.008204416776220576
