config_id,case_index,dataset,suite,trajectory,obs_time,goal_time,candidate_k,status,action_ade_m,action_fde_m,progress_error_m,heading_error_rad,minade_k_m,candidate_diversity_m,sampling_seed,sampler_latency_ms,error
ddim3_cfg0_standard_k8,7,go_stanford,medium,sim22hF_0_7,87,103,8,valid,0.033280525120233974,0.10655856708042463,0.1022869348526001,0.046244569546063374,0.05486611955234706,0.1016714632546443,11007,12.970867999683833,
ddim3_cfg0_standard_k8,8,go_stanford,medium,no1vcF_18_0,13,29,8,valid,0.11855596284936532,0.13862299556887106,0.13693413138389587,0.3242518544771924,0.08786829948847603,0.03420145928600881,11008,12.11748700006865,
ddim3_cfg0_standard_k8,9,go_stanford,medium,no28vc_17_0,12,28,8,valid,0.14110615164017704,0.1741378015088541,0.15264984592795372,0.5814968726112419,0.11179359088492524,0.10104775656868713,11009,12.029499001073418,
ddim3_cfg0_standard_k8,10,go_stanford,long,sim9h_0_8,8,32,8,valid,0.03394574159558483,0.12157717113087675,0.029848814010620117,0.36807252939301094,0.012079242102395112,0.09204935101545682,11010,12.531969998235581,
ddim3_cfg0_standard_k8,11,go_stanford,long,no16vc_29_1,89,113,8,valid,0.11148477164197548,0.23031220630423652,0.07734131813049316,0.18423088966845125,0.07403172478241916,0.037645873793284976,11011,12.463188999390695,
ddim3_cfg0_standard_k8,12,go_stanford,long,sim22hF_0_7,81,105,8,valid,0.2456560181671185,0.5502240153643403,0.5003692954778671,1.0973967666354802,0.12241961742639347,0.22661928534493372,11012,12.758374999975786,
ddim3_cfg0_standard_k8,13,go_stanford,long,no1vcF_18_0,11,35,8,valid,0.10922551360907348,0.10494264622380321,0.08154362440109253,0.39478239842460017,0.08593252535131643,0.03910502736641992,11013,10.140333997696871,
ddim3_cfg0_standard_k8,14,go_stanford,long,no28vc_17_0,8,32,8,valid,0.03640699880759316,0.04731319966542714,0.04668092727661133,0.8537379902123998,0.03435578771520635,0.08923712394474219,11014,11.96792999689933,
ddim2_cfg0_tts8,0,go_stanford,short,sim9h_0_8,12,20,8,valid,0.03395866681515686,0.03732665395110363,0.03560912609100342,0.20402855139868326,0.021163184762170932,0.02912360216082825,11000,10.274148000462446,
ddim2_cfg0_tts8,1,go_stanford,short,no16vc_29_1,97,105,8,valid,0.04878799650585265,0.1463675371231272,0.024442076683044434,0.23973167908909776,0.04878799650585265,0.056026359766696184,11001,6.576367999514332,
ddim2_cfg0_tts8,2,go_stanford,short,sim22hF_0_7,93,101,8,valid,0.27454965947790727,0.7145021567923262,0.24123889207839966,1.5557322045555035,0.22212301953187708,0.07841907981929233,11002,9.918996998749208,
ddim2_cfg0_tts8,3,go_stanford,short,no1vcF_18_0,15,23,8,valid,0.03728862311003604,0.07053592552115234,0.07052546739578247,0.3550419888591474,0.03508953373450358,0.0472669192092121,11003,11.43515799776651,
ddim2_cfg0_tts8,4,go_stanford,short,no28vc_17_0,16,24,8,valid,0.18313216789584688,0.3559894366984068,0.3343422245234251,0.3178759224354426,0.06250013492807588,0.09842845147538419,11004,8.175875998858828,
ddim2_cfg0_tts8,5,go_stanford,medium,sim9h_0_8,10,26,8,valid,0.047693204612590336,0.14153491122135353,0.05885136127471924,0.2801931287168582,0.04340430205096409,0.03447034331298549,11005,7.54662399776862,
ddim2_cfg0_tts8,6,go_stanford,medium,no16vc_29_1,93,109,8,valid,0.07236177343193939,0.13580527986908345,0.13078594207763672,0.0072867831703185,0.07236177343193939,0.028749214618805675,11006,12.0147369998449,
ddim2_cfg0_tts8,7,go_stanford,medium,sim22hF_0_7,87,103,8,valid,0.08380055503372316,0.08633570820787083,0.03066098690032959,0.030538709509445816,0.05912402645674464,0.1026752996331324,11007,9.220592000929173,
ddim2_cfg0_tts8,8,go_stanford,medium,no1vcF_18_0,13,29,8,valid,0.14694860791435527,0.1767833028584385,0.17594781517982483,0.5553249301627003,0.0858128290338938,0.04045643042850693,11008,7.392170999082737,
ddim2_cfg0_tts8,9,go_stanford,medium,no28vc_17_0,12,28,8,valid,0.1211138162611089,0.2393422225740531,0.12063319981098175,0.6444056587576421,0.1078988218072081,0.10981756306531583,11009,11.404880999180023,
ddim2_cfg0_tts8,10,go_stanford,long,sim9h_0_8,8,32,8,valid,0.010950684957998287,0.03233853178494816,0.01855015754699707,0.09337199923482276,0.010950684957998287,0.1055583092767355,11010,11.933376001252327,
ddim2_cfg0_tts8,11,go_stanford,long,no16vc_29_1,89,113,8,valid,0.06911610729971786,0.15434559032454173,0.03778278827667236,0.16078972565013228,0.0663517245921838,0.04484995701507632,11011,9.774198002560297,
ddim2_cfg0_tts8,12,go_stanford,long,sim22hF_0_7,81,105,8,valid,0.4403723020308945,0.8733557663374109,0.8553327172994614,1.6753869701205515,0.1187522683628185,0.2173399147617998,11012,6.349939001665916,
ddim2_cfg0_tts8,13,go_stanford,long,no1vcF_18_0,11,35,8,valid,0.13106314645990996,0.13321212228502502,0.1281788945198059,0.26658324612904494,0.08756719969167025,0.044604582420296086,11013,10.292913000739645,
ddim2_cfg0_tts8,14,go_stanford,long,no28vc_17_0,8,32,8,valid,0.050334429378874966,0.16967370687737823,0.16939163208007812,0.3953065721829372,0.03546229964062309,0.12523620600169866,11014,11.7245900000853,
ddim2_cfg2_tts8,0,go_stanford,short,sim9h_0_8,12,20,8,valid,0.04279577936785866,0.05947782629546827,0.05311429500579834,0.15926478118956044,0.02212023691488519,0.024225986722981874,11000,17.81618500172044,
ddim2_cfg2_tts8,1,go_stanford,short,no16vc_29_1,97,105,8,valid,0.04206372516787309,0.12936609733085283,0.018526196479797363,0.21873989159780471,0.04206372516787309,0.051885827356874706,11001,17.19618700008141,
ddim2_cfg2_tts8,2,go_stanford,short,sim22hF_0_7,93,101,8,valid,0.24532690414846012,0.6014548037874112,0.261756956577301,1.1067299988777655,0.17498430493369754,0.07731479056865494,11002,17.33052400231827,
ddim2_cfg2_tts8,3,go_stanford,short,no1vcF_18_0,15,23,8,valid,0.07367274443925426,0.11649539863347899,0.0639377236366272,0.22502626578674612,0.0716191388367077,0.04175768755604391,11003,17.883222000818932,
ddim2_cfg2_tts8,4,go_stanford,short,no28vc_17_0,16,24,8,valid,0.1573041109702758,0.2738498497094912,0.2690203618258238,0.16061142516536364,0.04134411398687325,0.10116232459022652,11004,18.346004999330034,
ddim2_cfg2_tts8,5,go_stanford,medium,sim9h_0_8,10,26,8,valid,0.05362555483150661,0.1615337231896213,0.06536483764648438,0.3313621514464473,0.05087713032358452,0.03333693114377021,11005,17.499975001555867,
ddim2_cfg2_tts8,6,go_stanford,medium,no16vc_29_1,93,109,8,valid,0.062424689246923515,0.10470187271206269,0.10455513000488281,0.1318909900775962,0.062424689246923515,0.02751017288117976,11006,16.1272130026191,
ddim2_cfg2_tts8,7,go_stanford,medium,sim22hF_0_7,87,103,8,valid,0.09041440345717223,0.0906715820050974,0.046724915504455566,0.14945827151493418,0.04642321541939849,0.07458699339612525,11007,17.39388600253733,
ddim2_cfg2_tts8,8,go_stanford,medium,no1vcF_18_0,13,29,8,valid,0.1988328899651281,0.2663605570525536,0.2649742066860199,0.35807405883968224,0.13838196798643285,0.03736871403598121,11008,19.057849000091664,
ddim2_cfg2_tts8,9,go_stanford,medium,no28vc_17_0,12,28,8,valid,0.1664176450774367,0.26839340653335314,0.045187562704086304,0.116724800263456,0.1664176450774367,0.09787934056086867,11009,17.75231600186089,
ddim2_cfg2_tts8,10,go_stanford,long,sim9h_0_8,8,32,8,valid,0.019539061706424953,0.05318311465543998,0.03379940986633301,0.12991482576557045,0.019539061706424953,0.11094416984976462,11010,17.01472999775433,
ddim2_cfg2_tts8,11,go_stanford,long,no16vc_29_1,89,113,8,valid,0.074237794573762,0.17454999206365743,0.04702496528625488,0.20985352719454164,0.074237794573762,0.03996989639181211,11011,17.459553997468902,
ddim2_cfg2_tts8,12,go_stanford,long,sim22hF_0_7,81,105,8,valid,0.2725159089114817,0.6114232356847531,0.35680821537971497,1.0625533870790438,0.06498543473366475,0.3027310014273297,11012,17.443392000132008,
ddim2_cfg2_tts8,13,go_stanford,long,no1vcF_18_0,11,35,8,valid,0.15540346493058887,0.18536188920716745,0.14199167490005493,0.6380055215669374,0.10976554344019729,0.050326760979503726,11013,17.41719399797148,
ddim2_cfg2_tts8,14,go_stanford,long,no28vc_17_0,8,32,8,valid,0.04978218958561194,0.1257978362653508,0.1128232479095459,0.2408546459423051,0.03585744889074006,0.14599512181720323,11014,15.832487999432487,
