source_experiment,comparison_group,config_id,encoder,scheduler,num_steps,cfg_weight,tts_budget,tts_topk,tts_verifier,num_cases,latency_mean_ms,latency_ci95_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,hz_mean,forward_progress,smoothness,lateral_abs,diversity,endpoint_norm,invalid_or_saturation,quality_proxy,quality_proxy_ci95,quality_proxy_scope,pareto_frontier,budget_mode,risk_note
tts_budget,tts_budget,ddim2_cfg2.0_tts8,efficientnet_b0,ddim,2,2,8,4,heuristic,12,12.545439,0.40110352,12.324778,13.356815,13.53081,79.710242,10.173273,0.055289786,1.1267613,0.28107204,10.274274,NA,-0.0939191,1.0868067,within_source_case_zscore,true,Quality,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg0.5_tts8,efficientnet_b0,ddim,2,0.5,8,4,heuristic,12,12.654381,0.41608222,12.437006,13.539264,13.806674,79.024013,9.8680538,0.066758344,0.91986165,0.35590686,9.939547,NA,-0.67911785,0.56064333,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg0.0_tts16,efficientnet_b0,ddim,2,0,16,4,heuristic,12,13.860007,0.43547459,13.696267,14.750681,15.124296,72.150033,10.050369,0.062725321,0.64063548,0.33181652,10.084809,NA,0.41712686,0.62398668,within_source_case_zscore,true,Balanced,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg0.0_tts0,efficientnet_b0,ddim,5,0,0,0,none,12,15.636472,0.28935741,15.597497,16.211661,16.386075,63.953046,9.107617,0.072751014,1.3673915,0.55085892,9.2823358,NA,-2.8347534,0.74903459,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg0.0_tts8,efficientnet_b0,ddim,5,0,8,4,heuristic,12,15.981009,0.51948275,15.584329,17.222133,17.565531,62.574272,9.6665495,0.058616284,0.90161784,0.36167858,9.7392337,NA,-0.53495456,0.56472111,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg1.0_tts0,efficientnet_b0,ddim,3,1,0,0,none,12,17.944906,0.45270735,18.073607,18.786851,19.136129,55.726122,9.3736518,0.070847804,1.4596916,0.5680367,9.5728834,NA,-2.3635513,0.71374763,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg0.5_tts0,efficientnet_b0,ddim,3,0.5,0,0,none,12,18.075481,0.51022568,17.846707,19.07196,19.537575,55.323563,9.3012009,0.070826343,1.2737032,0.51025204,9.4512912,NA,-2.2788598,0.95426486,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg1.0_tts8,efficientnet_b0,ddim,3,1,8,4,heuristic,12,18.184989,0.50689358,17.910927,19.297487,19.382855,54.990409,9.9693549,0.051654255,0.91091838,0.30523767,10.036875,NA,0.25572464,0.66882828,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg2.0_tts0,efficientnet_b0,ddim,3,2,0,0,none,12,18.234954,0.6125492,18.256532,19.371704,19.841974,54.839732,9.7030275,0.06957276,1.6555701,0.46163808,9.9233791,NA,-2.3923166,1.3495312,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg0.5_tts8,efficientnet_b0,ddim,3,0.5,8,4,heuristic,12,18.320659,0.54055786,18.287014,19.410021,19.684628,54.58319,9.8087734,0.057708363,0.82833632,0.33075777,9.8662157,NA,-0.14966326,0.45605528,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg2.0_tts8,efficientnet_b0,ddim,3,2,8,4,heuristic,12,18.491649,0.7967271,18.197667,19.308475,20.659692,54.078466,10.157776,0.054864535,1.0650772,0.2807237,10.247143,NA,0.030207813,1.2232204,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg0.0_tts16,efficientnet_b0,ddim,3,0,16,4,heuristic,12,19.73829,0.62053738,19.812641,20.770143,21.115592,50.66295,10.06587,0.047567397,0.70066526,0.25941689,10.10787,NA,0.98268404,0.5925167,within_source_case_zscore,true,Balanced,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg1.0_tts16,efficientnet_b0,ddim,2,1,16,4,heuristic,12,24.407638,0.64955024,24.339151,26.190184,26.64036,40.970782,10.236174,0.054797005,0.74380341,0.24009254,10.279956,NA,0.73955976,0.57036502,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg2.0_tts16,efficientnet_b0,ddim,2,2,16,4,heuristic,12,24.600295,0.61391841,24.654492,25.936124,26.301036,40.649919,10.494734,0.052107226,0.76985604,0.24327942,10.543571,NA,1.3402652,0.85032654,within_source_case_zscore,true,Quality,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg0.5_tts16,efficientnet_b0,ddim,2,0.5,16,4,heuristic,12,24.965052,0.99115983,24.487771,26.99585,28.047505,40.055995,10.195772,0.051931248,0.69731574,0.25414064,10.235117,NA,0.96817607,0.39334244,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg0.0_tts32,efficientnet_b0,ddim,2,0,32,4,heuristic,12,26.495758,0.5587401,26.06177,28.169875,28.463887,37.74189,10.3441,0.052690942,0.53316638,0.21385884,10.365867,NA,1.4323438,0.35813498,within_source_case_zscore,true,Quality,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg2.0_tts0,efficientnet_b0,ddim,5,2,0,0,none,12,29.787992,0.84420407,29.167648,31.777611,32.009408,33.570574,9.7603478,0.06379012,1.5562577,0.41725564,9.9566749,NA,-1.8711197,1.0907283,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg0.5_tts8,efficientnet_b0,ddim,5,0.5,8,4,heuristic,12,29.851153,0.94790709,29.466046,32.145318,32.798691,33.499544,9.8058488,0.052005472,0.86732069,0.31729126,9.8671068,NA,0.052694847,0.64712489,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg1.0_tts0,efficientnet_b0,ddim,5,1,0,0,none,12,30.032688,0.93241542,29.711835,32.156287,32.402341,33.297053,9.4577485,0.066157559,1.4583792,0.5277402,9.6557602,NA,-2.0491294,0.91708125,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg0.5_tts0,efficientnet_b0,ddim,5,0.5,0,0,none,12,30.172152,0.89500852,30.386519,31.886701,32.187832,33.143144,9.1643043,0.069944278,1.4490023,0.59017338,9.3798541,NA,-2.6204839,0.78648986,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg1.0_tts8,efficientnet_b0,ddim,5,1,8,4,heuristic,12,30.241612,0.862096,30.319892,31.924621,32.010121,33.06702,9.9126688,0.051570687,0.87762084,0.28335327,9.9725188,NA,0.15841855,0.85791403,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg2.0_tts8,efficientnet_b0,ddim,5,2,8,4,heuristic,12,30.310709,0.91342532,30.195265,32.327457,32.597783,32.99164,10.189299,0.048048125,1.0020541,0.25663442,10.272665,NA,0.54583247,1.3009422,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg0.0_tts0,efficientnet_b0,ddim,10,0,0,0,none,12,30.762693,0.92470146,30.565394,32.893241,33.015725,32.506907,8.943444,0.075353137,1.6441318,0.67596722,9.2297703,NA,-3.5097224,0.80265902,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg0.0_tts16,efficientnet_b0,ddim,5,0,16,4,heuristic,12,31.037827,0.71223626,31.074258,32.587087,33.053787,32.218751,10.034757,0.046218067,0.63301788,0.24064967,10.06478,NA,1.0887107,0.45701032,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg0.0_tts8,efficientnet_b0,ddim,10,0,8,4,heuristic,12,31.07885,0.9265742,31.125982,33.095734,33.16129,32.176223,9.6282752,0.059029037,1.025263,0.36833841,9.7106212,NA,-0.87225787,0.63063996,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddpm10_cfg0.0_tts0,efficientnet_b0,ddpm,10,0,0,0,none,12,34.107684,4.1676558,32.203888,34.75664,44.731119,29.318907,9.103362,0.069277964,1.3881868,0.56412866,9.2753668,NA,-2.6464863,0.43452532,within_source_case_zscore,false,Baseline,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg2.0_tts16,efficientnet_b0,ddim,3,2,16,4,heuristic,12,35.741335,0.95278014,35.394749,37.333215,38.790108,27.978809,10.453623,0.046728278,0.73972854,0.19495382,10.495083,NA,1.4939201,0.74679798,within_source_case_zscore,true,Quality,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg0.5_tts16,efficientnet_b0,ddim,3,0.5,16,4,heuristic,12,35.948549,1.1531132,35.164003,38.186678,39.322416,27.817535,10.135488,0.046858069,0.60024704,0.23558229,10.16455,NA,1.2968667,0.42273372,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg1.0_tts16,efficientnet_b0,ddim,3,1,16,4,heuristic,12,36.423705,1.3927871,35.659378,39.22311,40.74354,27.454648,10.273475,0.047603284,0.64863654,0.21972133,10.305613,NA,1.3666951,0.39912664,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg0.0_tts32,efficientnet_b0,ddim,3,0,32,4,heuristic,12,39.119695,1.3067953,38.418584,41.861792,43.158156,25.562571,10.27211,0.047800059,0.5149055,0.20130592,10.291517,NA,1.5800026,0.33191811,within_source_case_zscore,true,Quality,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg2.0_tts32,efficientnet_b0,ddim,2,2,32,4,heuristic,12,48.516052,1.313429,48.384057,51.030532,52.071656,20.611735,10.612957,0.044768474,0.58843285,0.15586922,10.639478,NA,2.1127399,0.52112757,within_source_case_zscore,true,Quality,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg0.5_tts32,efficientnet_b0,ddim,2,0.5,32,4,heuristic,12,49.212201,1.333439,48.544282,52.350567,52.910141,20.320164,10.444987,0.062012911,0.53403462,0.26283519,10.477797,NA,1.2275931,1.0395411,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim2_cfg1.0_tts32,efficientnet_b0,ddim,2,1,32,4,heuristic,12,49.249814,1.6345355,48.729783,52.280467,53.307951,20.304645,10.471175,0.046898466,0.47519056,0.16744483,10.48883,NA,1.9933553,0.51015179,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg1.0_tts8,efficientnet_b0,ddim,10,1,8,4,heuristic,12,57.874819,1.3183092,57.33288,60.939779,61.854784,17.278672,9.9149139,0.048966325,0.91741324,0.32662553,9.9846647,NA,0.35750179,0.52030999,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg2.0_tts8,efficientnet_b0,ddim,10,2,8,4,heuristic,12,58.047765,1.1267935,57.780793,60.508817,61.328042,17.227192,10.186011,0.051551413,1.1392193,0.26780789,10.290192,NA,0.081005939,1.3356882,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg2.0_tts0,efficientnet_b0,ddim,10,2,0,0,none,12,58.176822,1.1232722,58.577488,60.300424,60.637442,17.188976,9.6151237,0.071876592,1.849663,0.4872616,9.8898334,NA,-3.0254998,1.1636512,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg1.0_tts0,efficientnet_b0,ddim,10,1,0,0,none,12,58.638988,1.5322592,59.150176,61.38948,62.177485,17.0535,9.3795532,0.066986559,1.5400781,0.54600244,9.6006277,NA,-2.3635535,0.69919844,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg0.5_tts0,efficientnet_b0,ddim,10,0.5,0,0,none,12,58.678573,1.5273749,58.861856,61.572073,62.467259,17.041996,9.2348717,0.071418526,1.6509912,0.61497532,9.4824332,NA,-2.9240711,0.76217016,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg0.5_tts8,efficientnet_b0,ddim,10,0.5,8,4,heuristic,12,58.786782,1.4564637,58.252114,61.97523,62.261505,17.010626,9.8091977,0.053928974,0.94251084,0.33930538,9.8788544,NA,-0.1455096,0.54195889,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg0.5_tts16,efficientnet_b0,ddim,5,0.5,16,4,heuristic,12,59.219301,1.5508994,58.679292,62.288763,63.233121,16.886386,10.114796,0.046342724,0.61699377,0.22864049,10.14685,NA,1.2315961,0.43069573,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg2.0_tts16,efficientnet_b0,ddim,5,2,16,4,heuristic,12,60.040907,1.5781312,59.960935,63.725706,64.081457,16.655311,10.423163,0.043709741,0.74445042,0.1879707,10.469112,NA,1.5801255,0.80819136,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg1.0_tts16,efficientnet_b0,ddim,5,1,16,4,heuristic,12,60.622356,1.3721312,61.184771,63.27387,63.800674,16.495565,10.264226,0.046507959,0.69233556,0.21370218,10.301736,NA,1.3026283,0.51998945,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg0.0_tts16,efficientnet_b0,ddim,10,0,16,4,heuristic,12,61.308456,1.7963074,60.377914,65.493089,65.888152,16.310964,10.013892,0.049077381,0.74914187,0.28278155,10.060457,NA,0.76370301,0.59793918,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg0.0_tts32,efficientnet_b0,ddim,5,0,32,4,heuristic,12,61.908583,1.4591525,61.004289,65.582128,66.173226,16.152849,10.2548,0.044597595,0.5004409,0.18767681,10.274985,NA,1.7225611,0.36637433,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg0.5_tts32,efficientnet_b0,ddim,3,0.5,32,4,heuristic,12,71.38919,1.8002703,70.678229,75.80225,76.287246,14.007723,10.379612,0.045212999,0.4837267,0.17669434,10.396444,NA,1.9265029,0.33011087,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg1.0_tts32,efficientnet_b0,ddim,3,1,32,4,heuristic,12,71.610903,2.0919683,70.203986,77.268934,77.73341,13.964354,10.435347,0.041467209,0.55261119,0.17398995,10.458785,NA,2.0957915,0.47441055,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim3_cfg2.0_tts32,efficientnet_b0,ddim,3,2,32,4,heuristic,12,72.071479,1.93642,71.998576,75.707449,77.008083,13.875114,10.61281,0.052710665,0.54535349,0.17697327,10.635081,NA,1.8062443,1.2593961,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg2.0_tts16,efficientnet_b0,ddim,10,2,16,4,heuristic,12,115.28054,1.7758422,113.88537,120.60694,121.03208,8.6744913,10.385918,0.042122589,0.87854199,0.21622282,10.439579,NA,1.4023264,0.71296121,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg1.0_tts16,efficientnet_b0,ddim,10,1,16,4,heuristic,12,116.50932,2.8893927,116.14735,122.05768,124.13978,8.5830044,10.227372,0.046763386,0.6701666,0.22915133,10.264759,NA,1.3103406,0.6567946,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg0.5_tts16,efficientnet_b0,ddim,10,0.5,16,4,heuristic,12,117.9769,3.5467372,117.78664,125.89916,127.05782,8.4762359,10.149079,0.044586701,0.71317698,0.23685247,10.187763,NA,1.2198643,0.65035985,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg2.0_tts32,efficientnet_b0,ddim,5,2,32,4,heuristic,12,118.90827,3.324652,119.34469,125.41886,126.31633,8.4098439,10.563545,0.039497638,0.61925285,0.14665433,10.594495,NA,2.2316821,0.77268455,within_source_case_zscore,true,Quality,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg0.5_tts32,efficientnet_b0,ddim,5,0.5,32,4,heuristic,12,118.93216,3.0864477,116.60396,125.90939,127.11121,8.4081546,10.311496,0.039333883,0.51739402,0.1901269,10.332887,NA,2.1061421,0.49367143,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim5_cfg1.0_tts32,efficientnet_b0,ddim,5,1,32,4,heuristic,12,119.53841,3.3930068,118.26456,127.17086,128.30102,8.3655122,10.411043,0.03965121,0.46457229,0.16964945,10.427979,NA,2.3273735,0.3332344,within_source_case_zscore,true,Quality,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg0.0_tts32,efficientnet_b0,ddim,10,0,32,4,heuristic,12,122.86608,2.9265872,122.812,126.36609,130.78884,8.1389426,10.222505,0.040629211,0.54500392,0.20592948,10.246108,NA,1.8509441,0.40382878,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg2.0_tts32,efficientnet_b0,ddim,10,2,32,4,heuristic,12,230.36379,3.5366507,230.24888,236.20145,238.92178,4.34096,10.535797,0.041074302,0.60139101,0.15869476,10.565499,NA,2.1610852,0.7558883,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg1.0_tts32,efficientnet_b0,ddim,10,1,32,4,heuristic,12,231.46221,4.9566376,228.76481,245.20447,246.22324,4.3203596,10.415842,0.038910989,0.61652002,0.18764854,10.445691,NA,2.112404,0.5557382,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
tts_budget,tts_budget,ddim10_cfg0.5_tts32,efficientnet_b0,ddim,10,0.5,32,4,heuristic,12,231.53288,6.1166296,230.11242,244.29443,247.73277,4.319041,10.300052,0.040720357,0.48913347,0.1799047,10.317834,NA,2.0335293,0.33608635,within_source_case_zscore,false,Dominated,proxy normalized within source; Pareto not cross-experiment; invalid/saturation unavailable; 12-case subset; verifier and proxy share trajectory-statistic terms
